Datetime,Open,High,Low,Close,Volume,6
2025-06-11 12:10:00+05:30,25209.9,25213.2,25204.05,25205.95,0,0
2025-06-11 12:15:00+05:30,25206.2,25209.15,25201.5,25207.15,0,0
2025-06-11 12:20:00+05:30,25206.2,25220.4,25205.0,25214.8,0,0
2025-06-11 12:25:00+05:30,25214.85,25216.45,25203.9,25206.05,0,0
2025-06-11 12:30:00+05:30,25205.75,25207.1,25193.6,25195.5,0,0
2025-06-11 12:35:00+05:30,25194.95,25198.45,25186.3,25187.5,0,0
2025-06-11 12:40:00+05:30,25187.9,25202.7,25187.05,25199.55,0,0
2025-06-11 12:45:00+05:30,25198.8,25210.85,25196.85,25209.65,0,0
2025-06-11 12:50:00+05:30,25209.2,25222.0,25208.75,25220.7,0,0
2025-06-11 12:55:00+05:30,25220.15,25222.4,25211.55,25214.75,0,0
2025-06-11 13:00:00+05:30,25215.05,25220.1,25209.6,25209.8,0,0
2025-06-11 13:05:00+05:30,25209.95,25216.45,25208.0,25212.65,0,0
2025-06-11 13:10:00+05:30,25212.2,25214.35,25207.25,25208.05,0,0
2025-06-11 13:15:00+05:30,25207.95,25214.2,25199.25,25208.1,0,0
2025-06-11 13:20:00+05:30,25208.35,25210.8,25195.95,25198.85,0,0
2025-06-11 13:25:00+05:30,25197.4,25199.8,25171.4,25171.65,0,0
2025-06-11 13:30:00+05:30,25171.4,25173.5,25159.25,25164.2,0,0
2025-06-11 13:35:00+05:30,25164.15,25173.8,25163.0,25167.95,0,0
2025-06-11 13:40:00+05:30,25168.35,25170.45,25155.3,25155.65,0,0
2025-06-11 13:45:00+05:30,25155.25,25155.25,25123.6,25128.9,0,0
2025-06-11 13:50:00+05:30,25128.2,25132.3,25108.85,25108.85,0,0
2025-06-11 13:55:00+05:30,25108.8,25151.85,25108.15,25145.7,0,0
2025-06-11 14:00:00+05:30,25144.85,25144.85,25130.95,25133.1,0,0
2025-06-11 14:05:00+05:30,25133.35,25135.15,25117.1,25117.75,0,0
2025-06-11 14:10:00+05:30,25117.1,25129.0,25116.25,25127.85,0,0
2025-06-11 14:15:00+05:30,25127.3,25141.15,25125.8,25138.55,0,0
2025-06-11 14:20:00+05:30,25138.5,25151.35,25137.9,25150.45,0,0
2025-06-11 14:25:00+05:30,25149.2,25153.3,25136.75,25142.6,0,0
2025-06-11 14:30:00+05:30,25142.4,25146.85,25140.2,25141.15,0,0
2025-06-11 14:35:00+05:30,25141.05,25142.95,25130.6,25137.25,0,0
2025-06-11 14:40:00+05:30,25136.95,25140.45,25133.45,25135.2,0,0
2025-06-11 14:45:00+05:30,25134.65,25144.3,25132.4,25138.05,0,0
2025-06-11 14:50:00+05:30,25138.8,25157.6,25137.85,25150.85,0,0
2025-06-11 14:55:00+05:30,25151.25,25154.65,25144.2,25144.9,0,0
2025-06-11 15:00:00+05:30,25144.6,25154.85,25143.65,25146.4,0,0
2025-06-11 15:05:00+05:30,25145.75,25149.35,25140.25,25147.95,0,0
2025-06-11 15:10:00+05:30,25147.95,25150.15,25143.45,25144.95,0,0
2025-06-11 15:15:00+05:30,25145.0,25146.7,25134.95,25136.0,0,0
2025-06-11 15:20:00+05:30,25136.0,25138.95,25129.0,25129.0,0,0
2025-06-11 15:25:00+05:30,25129.95,25135.4,25124.95,25126.8,0,0
2025-06-12 09:15:00+05:30,25164.45,25170.75,25117.6,25164.05,0,0
2025-06-12 09:20:00+05:30,25164.9,25175.7,25149.25,25173.9,0,0
2025-06-12 09:25:00+05:30,25173.5,25180.1,25164.05,25173.7,0,0
2025-06-12 09:30:00+05:30,25173.65,25191.9,25168.75,25189.05,0,0
2025-06-12 09:35:00+05:30,25188.3,25196.2,25146.3,25149.9,0,0
2025-06-12 09:40:00+05:30,25149.7,25149.7,25099.95,25103.5,0,0
2025-06-12 09:45:00+05:30,25103.45,25114.45,25083.45,25108.95,0,0
2025-06-12 09:50:00+05:30,25107.85,25126.55,25105.25,25118.45,0,0
2025-06-12 09:55:00+05:30,25118.35,25119.0,25091.55,25093.25,0,0
2025-06-12 10:00:00+05:30,25093.2,25096.55,25064.8,25077.05,0,0
2025-06-12 10:05:00+05:30,25077.8,25107.4,25073.25,25103.55,0,0
2025-06-12 10:10:00+05:30,25102.95,25108.3,25095.5,25096.8,0,0
2025-06-12 10:15:00+05:30,25096.6,25101.05,25084.95,25090.7,0,0
2025-06-12 10:20:00+05:30,25091.2,25098.75,25073.05,25098.05,0,0
2025-06-12 10:25:00+05:30,25097.65,25111.7,25097.05,25103.8,0,0
2025-06-12 10:30:00+05:30,25104.0,25115.75,25093.3,25096.05,0,0
2025-06-12 10:35:00+05:30,25095.75,25101.3,25089.85,25095.85,0,0
2025-06-12 10:40:00+05:30,25096.4,25099.2,25041.55,25044.65,0,0
2025-06-12 10:45:00+05:30,25043.7,25063.85,25042.85,25058.3,0,0
2025-06-12 10:50:00+05:30,25058.75,25065.15,25051.75,25055.65,0,0
2025-06-12 10:55:00+05:30,25055.75,25059.15,25046.0,25054.5,0,0
2025-06-12 11:00:00+05:30,25054.75,25062.9,25051.0,25057.05,0,0
2025-06-12 11:05:00+05:30,25058.9,25060.55,25048.55,25055.25,0,0
2025-06-12 11:10:00+05:30,25055.6,25058.85,25037.55,25046.15,0,0
2025-06-12 11:15:00+05:30,25045.85,25069.75,25039.7,25069.75,0,0
2025-06-12 11:20:00+05:30,25067.45,25083.7,25064.35,25076.55,0,0
2025-06-12 11:25:00+05:30,25076.95,25092.75,25074.65,25077.65,0,0
2025-06-12 11:30:00+05:30,25078.25,25078.95,25054.5,25055.75,0,0
2025-06-12 11:35:00+05:30,25054.8,25058.05,25025.1,25032.15,0,0
2025-06-12 11:40:00+05:30,25031.75,25040.3,25020.4,25035.6,0,0
2025-06-12 11:45:00+05:30,25035.65,25043.2,25031.0,25042.6,0,0
2025-06-12 11:50:00+05:30,25043.2,25044.1,25035.25,25037.35,0,0
2025-06-12 11:55:00+05:30,25037.85,25038.95,25029.05,25029.95,0,0
2025-06-12 12:00:00+05:30,25029.15,25042.35,25009.35,25022.9,0,0
2025-06-12 12:05:00+05:30,25022.05,25036.15,25020.95,25034.25,0,0
2025-06-12 12:10:00+05:30,25034.1,25040.15,25032.8,25039.15,0,0
2025-06-12 12:15:00+05:30,25039.35,25043.7,25033.15,25039.4,0,0
2025-06-12 12:20:00+05:30,25039.5,25049.15,25035.25,25044.8,0,0
2025-06-12 12:25:00+05:30,25044.5,25045.3,25033.3,25035.25,0,0
2025-06-12 12:30:00+05:30,25035.35,25062.8,25035.05,25059.15,0,0
2025-06-12 12:35:00+05:30,25059.3,25062.2,25036.75,25043.65,0,0
2025-06-12 12:40:00+05:30,25043.9,25059.95,25043.05,25057.2,0,0
2025-06-12 12:45:00+05:30,25057.45,25070.1,25048.0,25069.95,0,0
2025-06-12 12:50:00+05:30,25069.85,25074.5,25061.5,25063.0,0,0
2025-06-12 12:55:00+05:30,25063.25,25063.3,25034.5,25040.6,0,0
2025-06-12 13:00:00+05:30,25040.95,25043.2,25021.65,25030.15,0,0
2025-06-12 13:05:00+05:30,25029.6,25040.0,25027.65,25035.25,0,0
2025-06-12 13:10:00+05:30,25035.25,25043.15,25028.15,25041.1,0,0
2025-06-12 13:15:00+05:30,25041.2,25045.25,25037.6,25042.7,0,0
2025-06-12 13:20:00+05:30,25042.65,25045.45,25025.95,25029.7,0,0
2025-06-12 13:25:00+05:30,25029.3,25038.35,24977.4,24980.85,0,0
2025-06-12 13:30:00+05:30,24978.85,24984.8,24934.35,24945.1,0,0
2025-06-12 13:35:00+05:30,24945.35,24953.0,24920.45,24925.15,0,0
2025-06-12 13:40:00+05:30,24925.4,24931.2,24906.8,24911.9,0,0
2025-06-12 13:45:00+05:30,24912.75,24926.6,24876.45,24876.45,0,0
2025-06-12 13:50:00+05:30,24879.65,24904.05,24871.0,24898.55,0,0
2025-06-12 13:55:00+05:30,24899.25,24910.5,24884.75,24889.3,0,0
2025-06-12 14:00:00+05:30,24890.6,24892.9,24852.1,24855.2,0,0
2025-06-12 14:05:00+05:30,24855.0,24857.15,24825.9,24831.2,0,0
2025-06-12 14:10:00+05:30,24831.9,24858.6,24831.5,24847.4,0,0
2025-06-12 14:15:00+05:30,24847.55,24877.2,24844.5,24873.0,0,0
2025-06-12 14:20:00+05:30,24873.4,24894.75,24860.55,24860.55,0,0
2025-06-12 14:25:00+05:30,24861.45,24865.5,24844.85,24862.9,0,0
2025-06-12 14:30:00+05:30,24863.75,24912.5,24863.75,24909.7,0,0
2025-06-12 14:35:00+05:30,24908.0,24912.3,24868.1,24868.45,0,0
2025-06-12 14:40:00+05:30,24868.2,24903.6,24868.2,24891.7,0,0
2025-06-12 14:45:00+05:30,24891.65,24913.15,24884.95,24906.8,0,0
2025-06-12 14:50:00+05:30,24905.45,24910.2,24893.9,24896.8,0,0
2025-06-12 14:55:00+05:30,24896.85,24912.45,24887.05,24907.0,0,0
2025-06-12 15:00:00+05:30,24906.9,24920.95,24897.3,24905.5,0,0
2025-06-12 15:05:00+05:30,24905.45,24910.95,24888.55,24902.95,0,0
2025-06-12 15:10:00+05:30,24901.95,24901.95,24884.6,24887.55,0,0
2025-06-12 15:15:00+05:30,24887.35,24887.35,24866.5,24876.25,0,0
2025-06-12 15:20:00+05:30,24876.25,24878.15,24867.35,24870.9,0,0
2025-06-12 15:25:00+05:30,24869.8,24871.55,24850.8,24856.0,0,0
2025-06-13 09:15:00+05:30,24473.0,24622.15,24473.0,24601.15,0,0
2025-06-13 09:20:00+05:30,24604.6,24628.5,24582.25,24628.5,0,0
2025-06-13 09:25:00+05:30,24629.15,24653.15,24615.8,24644.25,0,0
2025-06-13 09:30:00+05:30,24641.9,24641.9,24585.5,24586.8,0,0
2025-06-13 09:35:00+05:30,24585.15,24638.5,24583.05,24636.45,0,0
2025-06-13 09:40:00+05:30,24635.65,24638.7,24616.6,24621.2,0,0
2025-06-13 09:45:00+05:30,24620.35,24635.05,24593.45,24611.15,0,0
2025-06-13 09:50:00+05:30,24610.2,24645.95,24610.2,24639.95,0,0
2025-06-13 09:55:00+05:30,24639.1,24647.15,24627.2,24641.9,0,0
2025-06-13 10:00:00+05:30,24641.2,24646.5,24614.25,24623.2,0,0
2025-06-13 10:05:00+05:30,24621.5,24631.1,24616.6,24627.8,0,0
2025-06-13 10:10:00+05:30,24626.2,24654.8,24624.15,24644.15,0,0
2025-06-13 10:15:00+05:30,24642.5,24646.25,24625.2,24630.55,0,0
2025-06-13 10:20:00+05:30,24629.45,24663.75,24625.4,24659.95,0,0
2025-06-13 10:25:00+05:30,24659.25,24675.35,24657.95,24672.25,0,0
2025-06-13 10:30:00+05:30,24671.9,24682.85,24663.45,24673.5,0,0
2025-06-13 10:35:00+05:30,24672.55,24684.15,24661.3,24667.35,0,0
2025-06-13 10:40:00+05:30,24666.25,24677.75,24663.1,24673.95,0,0
2025-06-13 10:45:00+05:30,24671.85,24688.05,24668.25,24675.6,0,0
2025-06-13 10:50:00+05:30,24674.25,24692.45,24674.25,24681.9,0,0
2025-06-13 10:55:00+05:30,24680.5,24684.8,24670.6,24671.55,0,0
2025-06-13 11:00:00+05:30,24671.4,24685.2,24670.35,24683.5,0,0
2025-06-13 11:05:00+05:30,24683.25,24692.5,24673.4,24673.9,0,0
2025-06-13 11:10:00+05:30,24673.8,24677.45,24650.45,24653.75,0,0
2025-06-13 11:15:00+05:30,24652.75,24657.85,24639.75,24655.95,0,0
2025-06-13 11:20:00+05:30,24655.2,24662.15,24650.95,24657.2,0,0
2025-06-13 11:25:00+05:30,24657.6,24667.05,24653.35,24663.15,0,0
2025-06-13 11:30:00+05:30,24661.5,24682.45,24661.3,24677.05,0,0
2025-06-13 11:35:00+05:30,24676.45,24690.65,24674.95,24689.6,0,0
2025-06-13 11:40:00+05:30,24688.35,24693.75,24679.3,24679.3,0,0
2025-06-13 11:45:00+05:30,24678.7,24687.3,24673.15,24675.65,0,0
2025-06-13 11:50:00+05:30,24675.1,24689.6,24674.6,24684.8,0,0
2025-06-13 11:55:00+05:30,24683.9,24687.25,24674.45,24684.65,0,0
2025-06-13 12:00:00+05:30,24684.0,24694.3,24683.6,24692.0,0,0
2025-06-13 12:05:00+05:30,24690.35,24702.1,24685.05,24686.4,0,0
2025-06-13 12:10:00+05:30,24685.45,24692.75,24683.35,24688.95,0,0
2025-06-13 12:15:00+05:30,24688.8,24724.6,24688.8,24723.95,0,0
2025-06-13 12:20:00+05:30,24722.75,24723.9,24709.0,24710.35,0,0
2025-06-13 12:25:00+05:30,24709.2,24712.85,24703.85,24706.45,0,0
2025-06-13 12:30:00+05:30,24704.35,24711.05,24696.1,24696.1,0,0
2025-06-13 12:35:00+05:30,24695.1,24698.8,24690.85,24692.4,0,0
2025-06-13 12:40:00+05:30,24692.05,24696.45,24687.45,24690.8,0,0
2025-06-13 12:45:00+05:30,24688.5,24695.8,24681.45,24682.4,0,0
2025-06-13 12:50:00+05:30,24680.2,24687.75,24675.9,24683.3,0,0
2025-06-13 12:55:00+05:30,24681.6,24685.5,24678.0,24682.45,0,0
2025-06-13 13:00:00+05:30,24678.0,24686.55,24675.6,24677.9,0,0
2025-06-13 13:05:00+05:30,24676.85,24685.25,24674.45,24681.0,0,0
2025-06-13 13:10:00+05:30,24679.4,24687.2,24676.2,24686.0,0,0
2025-06-13 13:15:00+05:30,24685.2,24690.45,24680.65,24686.1,0,0
2025-06-13 13:20:00+05:30,24685.15,24700.3,24684.6,24696.25,0,0
2025-06-13 13:25:00+05:30,24694.7,24700.25,24689.0,24691.65,0,0
2025-06-13 13:30:00+05:30,24689.25,24715.45,24689.25,24711.05,0,0
2025-06-13 13:35:00+05:30,24707.4,24727.75,24707.4,24726.85,0,0
2025-06-13 13:40:00+05:30,24725.7,24736.9,24725.25,24735.05,0,0
2025-06-13 13:45:00+05:30,24733.6,24754.35,24733.6,24743.5,0,0
2025-06-13 13:50:00+05:30,24742.4,24746.7,24724.5,24726.6,0,0
2025-06-13 13:55:00+05:30,24726.05,24727.5,24706.0,24712.6,0,0
2025-06-13 14:00:00+05:30,24711.8,24724.05,24704.8,24721.65,0,0
2025-06-13 14:05:00+05:30,24719.95,24728.85,24714.4,24725.15,0,0
2025-06-13 14:10:00+05:30,24724.35,24727.9,24714.6,24715.85,0,0
2025-06-13 14:15:00+05:30,24714.35,24717.95,24705.3,24711.05,0,0
2025-06-13 14:20:00+05:30,24710.15,24717.9,24708.3,24710.1,0,0
2025-06-13 14:25:00+05:30,24709.6,24718.05,24708.9,24712.75,0,0
2025-06-13 14:30:00+05:30,24713.5,24724.9,24707.9,24711.25,0,0
2025-06-13 14:35:00+05:30,24710.95,24713.7,24702.0,24705.05,0,0
2025-06-13 14:40:00+05:30,24705.2,24715.0,24686.35,24687.65,0,0
2025-06-13 14:45:00+05:30,24687.85,24700.55,24676.9,24678.0,0,0
2025-06-13 14:50:00+05:30,24679.1,24680.0,24665.75,24673.95,0,0
2025-06-13 14:55:00+05:30,24673.75,24675.85,24650.9,24663.95,0,0
2025-06-13 15:00:00+05:30,24664.25,24702.45,24662.75,24702.1,0,0
2025-06-13 15:05:00+05:30,24702.6,24727.9,24702.6,24727.9,0,0
2025-06-13 15:10:00+05:30,24727.95,24728.45,24717.2,24725.6,0,0
2025-06-13 15:15:00+05:30,24725.15,24725.9,24709.75,24717.95,0,0
2025-06-13 15:20:00+05:30,24718.7,24733.15,24718.1,24729.35,0,0
2025-06-13 15:25:00+05:30,24728.55,24744.95,24728.45,24735.55,0,0
